,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18,20,25,30
GMM,0.7401079255560031,0.5944069900104277,0.6882571223285306,0.6646554100109522,0.5990167427176316,0.5984662267479086,0.47658489271073634,0.5715068376133723,0.5599124572484999,0.5443347828284248,0.533341746624782,0.5355949335680039,0.5452436713677453,0.5436100064275785,0.5413373120555223,0.5271616297490797,0.520540191050019,0.5123076574462889
Kmeans,0.6416936804075145,0.6410630422349238,0.6389060097312873,0.6179489853839366,0.5517545589304523,0.5278793471679571,0.5254504003790588,0.5138251046095851,0.4901828313215633,0.5127009168985986,0.5169213053356664,0.5082461698121372,0.5170871948403784,0.49838405705819216,0.4791403188869178,0.4865908510194473,0.4739466112163417,0.46217508907269417
