,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,param_clf__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.01693072319030762,0.0,0.10127991096271564,0.10127973527921272,"(25,)",0.001,2,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 2}",429,0.10164835164835165,0.10118632240055828,0.10220994475138122,0.10104529616724739,0.10027855153203342,0.10152990264255911,0.10084033613445378,0.10138888888888889,0.10140845070422536,0.10124826629680998,0.002607632010332609,0.0,0.0006661181333437533,0.0001668389523822827
1,0.02004094123840332,0.0,0.10127991096271564,0.10127973527921272,"(25,)",0.001,5,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 5}",429,0.10164835164835165,0.10118632240055828,0.10220994475138122,0.10104529616724739,0.10027855153203342,0.10152990264255911,0.10084033613445378,0.10138888888888889,0.10140845070422536,0.10124826629680998,0.006253460571514573,0.0,0.0006661181333437533,0.0001668389523822827
2,0.08893585205078125,0.0005013465881347657,0.09682804674457429,0.09710609108293514,"(25,)",0.001,10,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 10}",488,0.09615384615384616,0.09699930216329379,0.09668508287292818,0.09686411149825784,0.09749303621169916,0.09735744089012517,0.09803921568627451,0.09722222222222222,0.09577464788732394,0.0970873786407767,0.020794049983633992,2.78041453115716e-07,0.0008337707185835549,0.00017144755194337422
3,0.13977179527282715,0.0003006458282470703,0.10127991096271564,0.10127973527921272,"(25,)",0.001,15,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 15}",429,0.10164835164835165,0.10118632240055828,0.10220994475138122,0.10104529616724739,0.10027855153203342,0.10152990264255911,0.10084033613445378,0.10138888888888889,0.10140845070422536,0.10124826629680998,0.00870310458687626,0.0002454763062715024,0.0006661181333437533,0.0001668389523822827
4,0.12162618637084961,0.000501251220703125,0.10072342793544797,0.10072350073546613,"(25,)",0.001,20,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 20}",443,0.10164835164835165,0.10048848569434753,0.09944751381215469,0.10104529616724739,0.10027855153203342,0.10083449235048679,0.10084033613445378,0.10069444444444445,0.10140845070422536,0.10055478502080444,0.05856818151180574,1.1680077279964342e-07,0.0007976151347958124,0.00020020627787055212
5,0.11410918235778808,0.00040135383605957033,0.1001669449081803,0.09975011694105898,"(25,)",0.001,25,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 25}",457,0.0989010989010989,0.10048848569434753,0.09944751381215469,0.09965156794425087,0.10306406685236769,0.09944367176634214,0.10084033613445378,0.09930555555555555,0.09859154929577464,0.09986130374479889,0.06547931254909249,0.00020067869546825298,0.0016389074931595423,0.0004144408996512358
6,0.12163500785827637,0.0004960536956787109,0.11853088480801335,0.12169737169795565,"(25,)",0.001,30,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 30}",407,0.10164835164835165,0.10188415910676901,0.10220994475138122,0.10174216027874565,0.10306406685236769,0.10152990264255911,0.18487394957983194,0.2013888888888889,0.10140845070422536,0.10194174757281553,0.07817104575391774,9.86903174647153e-06,0.03303792759694361,0.039846011747315266
7,0.09625592231750488,0.0005012989044189453,0.17417918753478018,0.18114529479142827,"(25,)",0.001,35,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 35}",358,0.09615384615384616,0.09699930216329379,0.4889502762430939,0.5149825783972125,0.09749303621169916,0.09666203059805285,0.0896358543417367,0.09652777777777778,0.09577464788732394,0.10055478502080444,0.018250526026434535,1.9073486328125e-07,0.15811993547185238,0.16692528650871022
8,0.10869178771972657,0.00020060539245605468,0.10127991096271564,0.10127973527921272,"(25,)",0.001,40,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 40}",429,0.10164835164835165,0.10118632240055828,0.10220994475138122,0.10104529616724739,0.10027855153203342,0.10152990264255911,0.10084033613445378,0.10138888888888889,0.10140845070422536,0.10124826629680998,0.02651517596083114,0.0004012107849121094,0.0006661181333437533,0.0001668389523822827
9,0.19978933334350585,0.00030083656311035155,0.49137451307735114,0.5581483823931419,"(25,)",0.001,45,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 45}",261,0.09615384615384616,0.11165387299371947,0.6325966850828729,0.7658536585365854,0.7827298050139275,0.8657858136300417,0.19887955182072828,0.21041666666666667,0.752112676056338,0.8370319001386962,0.054957388599339206,0.00024563207148103964,0.28817150255431645,0.32736309515640466
10,0.11901688575744629,0.0005013465881347657,0.09627156371730662,0.09682812013563179,"(25,)",0.001,50,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'clf__n_components': 50}",490,0.09615384615384616,0.09699930216329379,0.09668508287292818,0.09686411149825784,0.09749303621169916,0.09666203059805285,0.09523809523809523,0.09652777777777778,0.09577464788732394,0.0970873786407767,0.022620012817277015,1.784161275279017e-07,0.0007721957781901489,0.00020765591909821212
