,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,param_addClustGMM__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.04120969772338867,0.009625673294067383,0.2571428571428571,0.2554112554112554,"(25,)",0.001,2,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 2}",391,0.23593073593073594,0.2537878787878788,0.2878787878787879,0.24945887445887446,0.29653679653679654,0.24891774891774893,0.19913419913419914,0.2694805194805195,0.2662337662337662,0.2554112554112554,0.00402824697159071,0.002825383988415248,0.03576082498365954,0.007458900839875661
1,0.04471902847290039,0.013837003707885742,0.2567099567099567,0.25519480519480525,"(25,)",0.001,3,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 3}",393,0.23593073593073594,0.2537878787878788,0.2878787878787879,0.24945887445887446,0.29653679653679654,0.24783549783549783,0.19913419913419914,0.2694805194805195,0.26406926406926406,0.2554112554112554,0.012207996021456727,0.003825988576910827,0.03566111744869086,0.007657261017882571
2,0.053243160247802734,0.0146392822265625,0.25627705627705627,0.25595238095238093,"(25,)",0.001,4,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 4}",396,0.23593073593073594,0.2537878787878788,0.2857142857142857,0.24945887445887446,0.29653679653679654,0.24783549783549783,0.19696969696969696,0.27326839826839827,0.2662337662337662,0.2554112554112554,0.013861882396075284,0.0029129817751123105,0.036105038029425184,0.009087043086443003
3,0.06727900505065917,0.021557331085205078,0.2567099567099567,0.25487012987012986,"(25,)",0.001,5,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 5}",393,0.23809523809523808,0.2527056277056277,0.2878787878787879,0.24675324675324675,0.29653679653679654,0.24783549783549783,0.19480519480519481,0.27164502164502163,0.2662337662337662,0.2554112554112554,0.013139712648369556,0.0064437270292291415,0.03695154516514857,0.008963757247120627
4,0.07890992164611817,0.021659374237060547,0.25497835497835497,0.2557359307359307,"(25,)",0.001,6,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 6}",400,0.23809523809523808,0.2532467532467532,0.28354978354978355,0.24675324675324675,0.2922077922077922,0.2510822510822511,0.19480519480519481,0.2711038961038961,0.2662337662337662,0.2564935064935065,0.017391606242512816,0.0045251747328204795,0.03531257750568503,0.008310109878983762
5,0.10157155990600586,0.021056175231933594,0.2558441558441558,0.2563852813852814,"(25,)",0.001,7,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 7}",398,0.23809523809523808,0.2527056277056277,0.28354978354978355,0.24675324675324675,0.2922077922077922,0.2510822510822511,0.19480519480519481,0.2711038961038961,0.27056277056277056,0.2602813852813853,0.010924430958759999,0.00176504987705691,0.03562957288926796,0.008558683515050894
6,0.1348586082458496,0.02807478904724121,0.2545454545454545,0.25367965367965367,"(25,)",0.001,8,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 8}",401,0.23376623376623376,0.25162337662337664,0.2878787878787879,0.24675324675324675,0.29004329004329005,0.24458874458874458,0.18831168831168832,0.2694805194805195,0.2727272727272727,0.25595238095238093,0.06153698289899206,0.0036705026747256867,0.03878266044056284,0.008828144376421264
7,0.17296152114868163,0.037299489974975585,0.2541125541125541,0.25422077922077924,"(25,)",0.001,9,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 9}",403,0.23593073593073594,0.25162337662337664,0.28354978354978355,0.24621212121212122,0.2878787878787879,0.24458874458874458,0.19047619047619047,0.2727272727272727,0.2727272727272727,0.25595238095238093,0.05262710602089326,0.007627040150480712,0.036697089961078344,0.010091084589558468
8,0.15381064414978027,0.042111873626708984,0.25367965367965367,0.25313852813852816,"(25,)",0.001,10,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 10}",405,0.22943722943722944,0.24891774891774893,0.28354978354978355,0.24621212121212122,0.2878787878787879,0.24458874458874458,0.19480519480519481,0.270021645021645,0.2727272727272727,0.25595238095238093,0.027242719114060034,0.012251496034183847,0.03599587273764053,0.00929350625152748
9,0.1989288330078125,0.051623964309692384,0.2545454545454545,0.25313852813852816,"(25,)",0.001,11,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 11}",401,0.23376623376623376,0.2483766233766234,0.28354978354978355,0.24675324675324675,0.2878787878787879,0.24458874458874458,0.19696969696969696,0.270021645021645,0.27056277056277056,0.25595238095238093,0.061694973242152736,0.013136345762783696,0.03451278169349741,0.009268265829440094
10,0.22670578956604004,0.04291491508483887,0.2541125541125541,0.25422077922077924,"(25,)",0.001,12,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustGMM__n_clusters': 12}",403,0.23160173160173161,0.24891774891774893,0.28354978354978355,0.24675324675324675,0.2857142857142857,0.24458874458874458,0.19696969696969696,0.270021645021645,0.2727272727272727,0.26082251082251084,0.08193863703365459,0.01218710754922119,0.034594135106505705,0.009694457002839257
