,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,param_addClustKM__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.054946184158325195,0.016243600845336915,0.14502164502164502,0.22792207792207791,"(25,)",0.001,2,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 2}",494,0.15367965367965367,0.2840909090909091,0.14285714285714285,0.2840909090909091,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0085174894693147,0.002548132690848095,0.004329004329004326,0.0694577581360733
1,0.06828141212463379,0.02396383285522461,0.11168831168831168,0.25367965367965367,"(25,)",0.001,3,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 3}",620,0.0,0.2840909090909091,0.14285714285714285,0.14285714285714285,0.12987012987012986,0.283008658008658,0.14285714285714285,0.2727272727272727,0.14285714285714285,0.2857142857142857,0.007658667460006149,0.003493331260308352,0.05607021596083871,0.05559800949063264
2,0.06489157676696777,0.023155927658081055,0.1445887445887446,0.2029220779220779,"(25,)",0.001,4,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 4}",497,0.1406926406926407,0.2846320346320346,0.28354978354978355,0.2857142857142857,0.14285714285714285,0.283008658008658,0.14502164502164502,0.08333333333333333,0.010822510822510822,0.07792207792207792,0.0037813740235566086,0.001489729785428947,0.0862808682362956,0.09987131203596687
3,0.07068195343017578,0.025768375396728514,0.18181818181818182,0.2633116883116883,"(25,)",0.001,5,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 5}",370,0.0735930735930736,0.2786796536796537,0.2857142857142857,0.2846320346320346,0.12554112554112554,0.32575757575757575,0.14285714285714285,0.14177489177489178,0.2813852813852814,0.2857142857142857,0.006879011462987611,0.0014732665573541162,0.0861460984507896,0.06302902453391528
4,0.07379646301269531,0.027072048187255858,0.13116883116883116,0.21839826839826842,"(25,)",0.001,6,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 6}",597,0.07575757575757576,0.1396103896103896,0.14285714285714285,0.24783549783549783,0.2878787878787879,0.2851731601731602,0.14285714285714285,0.283008658008658,0.006493506493506494,0.13636363636363635,0.006485300851257727,0.001585517858549955,0.09321543606230864,0.06698828224554784
5,0.08793573379516602,0.03178400993347168,0.19393939393939394,0.1694805194805195,"(25,)",0.001,7,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 7}",343,0.14285714285714285,0.14285714285714285,0.2878787878787879,0.2840909090909091,0.14285714285714285,0.13582251082251082,0.2510822510822511,0.13906926406926406,0.14502164502164502,0.14556277056277056,0.016628890651362766,0.0033788810245763195,0.06277205551292682,0.0574005405989859
6,0.08622932434082031,0.031584644317626955,0.20303030303030303,0.19967532467532467,"(25,)",0.001,8,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 8}",327,0.07142857142857142,0.19534632034632035,0.27705627705627706,0.30898268398268397,0.09740259740259741,0.21482683982683984,0.2857142857142857,0.1423160173160173,0.28354978354978355,0.13690476190476192,0.014247591890467108,0.003187009409780334,0.09723795609005134,0.06233240117288589
7,0.09475178718566894,0.0313838005065918,0.21601731601731602,0.24350649350649353,"(25,)",0.001,9,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 9}",310,0.24242424242424243,0.24567099567099568,0.24242424242424243,0.20454545454545456,0.1645021645021645,0.2775974025974026,0.2813852813852814,0.24945887445887446,0.14935064935064934,0.24025974025974026,0.009029358403009296,0.002811206936571435,0.05052895744212944,0.023370108920738604
8,0.09384984970092773,0.03378992080688477,0.12987012987012986,0.2011904761904762,"(25,)",0.001,10,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 10}",599,0.24242424242424243,0.23917748917748918,0.021645021645021644,0.18398268398268397,0.16883116883116883,0.275974025974026,0.1471861471861472,0.1423160173160173,0.06926406926406926,0.1645021645021645,0.011835850009935355,0.0013300978240551994,0.07729424803693731,0.049282724577421194
9,0.10307598114013672,0.036597490310668945,0.09134199134199134,0.2121212121212121,"(25,)",0.001,11,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 11}",629,0.004329004329004329,0.10876623376623376,0.08658008658008658,0.2976190476190476,0.25757575757575757,0.25757575757575757,0.0,0.1423160173160173,0.10822510822510822,0.25432900432900435,0.010996582064932274,0.003008294153807955,0.09365468455998935,0.07309242104746522
10,0.1039766788482666,0.03880319595336914,0.18571428571428572,0.18982683982683984,"(25,)",0.001,12,"{'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001, 'addClustKM__n_clusters': 12}",359,0.26406926406926406,0.2305194805194805,0.15367965367965367,0.10822510822510822,0.3593073593073593,0.2591991341991342,0.010822510822510822,0.09686147186147186,0.1406926406926407,0.25432900432900435,0.005225631895414843,0.004590307148757274,0.11824919190196942,0.07201435648510403
