,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18,20,25,30
GMM,0.018053200499090566,0.04132799466548533,0.28766905819418553,0.37707804836226444,0.3343022343128536,0.4603212045784283,0.4339421296364527,0.6417282855915938,0.6740442120805344,0.6928916966691325,0.7068255421929778,0.7062466125050453,0.7054512290277024,0.6653055827730177,0.6553037749088121,0.6360534470157914,0.6363928624233954,0.6175410795655769
Kmeans,0.17916802667661144,0.29550254151022876,0.3624355194327228,0.4143194339093644,0.48837803359398396,0.5256530954615957,0.5257632514498634,0.5440131584177804,0.6001858560537772,0.6803594396938257,0.6682672311909803,0.6626452967906019,0.6706477014564988,0.6696560413163822,0.6563761295494885,0.665724238793277,0.6449903662161867,0.6068425669610913
