,0,1,2,3,4,5,6,7,8,9
2,0.8790448951998745,0.862417052816685,0.7610206953115747,0.7951078079058669,0.8780394736009486,0.7862310008463794,0.8271881129826195,0.8501727371664736,0.8318067122898487,0.8606792256435778
3,0.8559372882544143,0.8353550430578406,0.8370555668163633,0.7430859198385087,0.8161070476156566,0.6261894266026308,0.8480584935783552,0.8264169273089382,0.8125243867772018,0.7758846850881539
4,0.7358527911247303,0.7302324968128339,0.7450170195481799,0.7991402389234927,0.7776249424260742,0.7269124366341181,0.7307393686331402,0.701517262451862,0.6532337502946929,0.6762087941499929
5,0.706659612009336,0.6961182816323254,0.6220931941574441,0.7693996083876701,0.7611621574432881,0.7237089721336639,0.7492110702631821,0.7321281057783214,0.6874115273073946,0.637186722378191
6,0.6239823835151882,0.5913287137551455,0.5423284869054378,0.6439577006672587,0.6124364256145765,0.6911299379675357,0.7256316844755473,0.7139597729393914,0.6353188617870463,0.6328714053027743
7,0.6208620235186834,0.5511992718824856,0.538469284594127,0.6091268076014531,0.6817225631614756,0.683244022537566,0.6133849082001037,0.6437143734779608,0.6441299365459234,0.5616442452467141
8,0.5098683735602859,0.495121154683324,0.5244665324849074,0.5619564922179776,0.5365196498232866,0.5191714270984883,0.5065838149780771,0.574772433804459,0.50532765640625,0.5185960298348232
9,0.44249373307322837,0.48389589427040847,0.5819597593036391,0.5012181732185105,0.4696794042203682,0.4587027874383024,0.5940464088770601,0.5043480389657345,0.5508715315446175,0.5429723767156739
10,0.42168514953167224,0.5097495260494596,0.5475571797067815,0.47895028245327065,0.5537328205545173,0.4699796521385246,0.5313060558101418,0.49368131176513996,0.4168208162015156,0.4526420143914802
11,0.32785618982427184,0.5069015858252155,0.3894455172718724,0.48071614373468224,0.5439783519135007,0.43790323398456577,0.3866852972938313,0.431867982517957,0.339894863762142,0.33611450405384696
12,0.302497012712806,0.40275727971431724,0.36290025024570416,0.32127566303608573,0.3739096493150944,0.34221519455938443,0.38168775746865585,0.41585295595769617,0.38058498893331366,0.258619120557591
13,0.3772437637510054,0.27301961405682457,0.37952984360377356,0.2650703577884631,0.4169390087327035,0.19366757875363894,0.3320620437281664,0.25334614600302485,0.27429727775927787,0.25892349716822116
14,0.27371838751285293,0.28512377755810314,0.31551797223621053,0.3051431198089009,0.26488776069790104,0.23480274483124558,0.20938532982561822,0.193412729658916,0.2247175179450763,0.1615047553990528
15,0.1291753830864095,0.17260357063832282,0.19804599653888288,0.1427975861880492,0.19822707534153292,0.18855162337736808,0.1933917964375294,0.2328593542268972,0.22823400934629057,0.3008843173423002
16,0.21970901151144173,0.16747885308781743,0.17966229516074295,0.16031723072043705,0.18213485319596717,0.1045798864872318,0.2905490453453559,0.12706346645908004,0.20178707825499512,0.1571104772040939
17,0.07182847983977345,0.08484635703909701,0.11784260133882384,0.07643114574775502,0.13533063266087242,0.10261577202762275,0.05804901725036138,0.06026008278594969,0.12283768121699759,0.08410104175550609
18,0.0262787300666068,0.15899571294707995,0.08474387915534141,0.08776495482526339,0.0752461123987334,0.0485402543169064,0.09047060027756719,0.05263157894736842,0.056757825761028564,0.015286449685568942
19,1.3239875994706944e-29,1.0440492811688182e-29,2.799687772587968e-29,2.020680711153232e-29,0.05139266261192466,9.426209657789031e-30,5.827922710175792e-29,0.05263157894736831,2.7043343603230095e-29,5.232583461404057e-29
