1,0.12033916097734912
2,0.09561054403097896
3,0.08444414892624556
4,0.06498407907524169
5,0.048601548759664014
6,0.04214119869271917
7,0.03942082803567373
8,0.03389380924638326
9,0.02998221011625228
10,0.029320025512522132
11,0.027818054635503017
12,0.02577055092581993
13,0.02275303315764248
14,0.02227179739514357
15,0.02165229431849245
16,0.01914166606442126
17,0.017755470851682036
18,0.016380692742844174
19,0.015964601688623462
20,0.01489191187087815
21,0.013479695658179414
22,0.012719313702347737
23,0.011658373505919506
24,0.010576465985363251
25,0.009753159471981075
26,0.009445589897320042
27,0.008630138269707224
28,0.008366428536685143
29,0.007976932484112414
30,0.007464713709260661
31,0.007255821513702745
32,0.006919112454811824
33,0.006539085355726188
34,0.0064079257384598715
35,0.005913841117223421
36,0.005711624052235226
37,0.0052363680341663155
38,0.00481807586445141
39,0.004537192598584508
40,0.004231627532327802
41,0.004060530699790362
42,0.003970848082758287
43,0.0035649330314261804
44,0.003407871814703006
45,0.0032783533528795415
46,0.0031103200734535763
47,0.0028857529410893437
48,0.002764892635235443
49,0.0025917494088146427
50,0.0023448300553563428
51,0.002182568577120088
52,0.002035976345253769
53,0.001955124260198175
54,0.0018331849919718218
55,0.0016794638749558235
56,0.0016123606225672466
57,0.0014776269410608897
58,0.0013511841133708638
59,0.0012510074249730263
60,0.0010369573015571866
61,0.0008253509448180137
62,3.2347585821274944e-33
63,6.393522272208302e-34
64,6.29595279791422e-34
