0,0.048753987804800676
1,0.04615560374664764
2,0.04438064832169385
3,0.04214970065220501
4,0.03501372946089475
5,0.031872377776790695
6,0.03046484646148456
7,0.02932755264458959
8,0.029250140006759694
9,0.02904354316563995
10,0.02811803920395043
11,0.02640308541884516
12,0.026086806173548627
13,0.025806897501457638
14,0.02508796138509424
15,0.02487219914539639
16,0.024698106187246608
17,0.024462836937908655
18,0.024333943862305477
19,0.023407783719860423
20,0.022740170809660853
21,0.02197529118292457
22,0.021881797896515537
23,0.021790181799739093
24,0.021764561365194383
25,0.021185976176860813
26,0.02084699936736207
27,0.01789995286687013
28,0.017857797886559418
29,0.01740722714995743
30,0.0166457476239827
31,0.014265499410235196
32,0.014002760597311004
33,0.013880348756389195
34,0.011855082856797244
35,0.010513443649089254
36,0.010374276639696832
37,0.010233355892323198
38,0.010130828164643566
39,0.009922877428611565
40,0.009217124269762796
41,0.009003418875771399
42,0.008559425375412957
43,0.006988707039697804
44,0.006011483117832212
45,0.003455192821191093
46,0.0026384305871635524
47,0.0019632026554909534
48,0.001932553603251362
49,0.0016607998536824896
50,0.0006311203650776
51,0.0004421674620684135
52,0.00035942866986022644
53,6.213668185440607e-05
54,5.0762296571849686e-05
55,4.932176894407897e-05
56,4.271853096526838e-05
57,3.4262207642929636e-05
58,1.859915743470612e-05
59,1.517756247971686e-05
60,0.0
61,0.0
62,0.0
63,0.0
